repo,url,intentZh,intentEn,category,isDsh,language,tech,keyDeps,stars,forks,sizeBytes,sizeHuman,created,updated,license,openIssues,compat,cloned,needsReview,lists,signals
"yoke233/dsh-pixel-whale","https://github.com/yoke233/dsh-pixel-whale","DeepSeek Harness Web 的灵动像素鲸运行状态伙伴。","A lively pixel-whale running-state companion for DeepSeek Harness Web.","ui","yes","TypeScript","TypeScript, react, typescript, vite, esm, ts-build","","1","0","185269","181KB","2026-08-13","2026-08-13","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-invariants; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"Deklan-Deng/Dcode","https://github.com/Deklan-Deng/Dcode","Deepseek-harness 桌面端","A DeepSeek Harness desktop client.","acp","yes","JavaScript","JavaScript, esm","","1","0","1969553","1.9MB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","readme-mentions-dsh"
"AmaTsumeAkira/opencode-usage","https://github.com/AmaTsumeAkira/opencode-usage","OpenCode Go 订阅额度徽章插件（dsh bundle） | OpenCode Go quota badge plugin for dsh","OpenCode Go quota-badge plugin (dsh bundle).","tools","yes","JavaScript","JavaScript, esm","","1","0","85314","83KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; readme-mentions-dsh"
"Wanbinyu/dsh-plugin-git-inspect","https://github.com/Wanbinyu/dsh-plugin-git-inspect","为 DeepSeek Harness Agent 提供只读 Git 状态、差异、历史、提交、引用、blame、stash 和 worktree 检查工具；默认不修改文件、不提交代码。","Read-only Git inspection tools for DeepSeek Harness agents, covering status, diff, history, commits, refs, blame, stash, and worktrees. It does not modify files or create commits.","tools","yes","TypeScript","TypeScript, dsh-tools, typescript, vite, esm, ts-build","@deepseek-ai/schemastery","1","0","83484","82KB","2026-08-14","2026-08-24","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-subprocess; @deepseek-ai/dsh-subprocess-local; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; keyword-dsh; dsh-plugin-topic"
"Xieweikang123/dsh-vision-bridge","https://github.com/Xieweikang123/dsh-vision-bridge","为纯文本 dsh 模型装上眼睛：通过兼容 OpenAI 的视觉接口，将粘贴的图片识别为文字。","Give a text-only dsh model eyes: pasted images recognized into text via an OpenAI-compatible vision endpoint.","llm","yes","JavaScript","JavaScript, esm","","1","0","25106","25KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","@deepseek-ai/cordis; keyword-plugin; readme-mentions-dsh"
"mouliangyu/dsh-plugins","https://github.com/mouliangyu/dsh-plugins","DeepSeek Harness 社区插件","Community plugins for DeepSeek Harness","tools","yes","JavaScript","JavaScript, react, typescript, vite","","1","0","181208","177KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","@deepseek-ai/schemastery; readme-mentions-dsh"
"miaobuao/dsh-document-parser","https://github.com/miaobuao/dsh-document-parser","由 LiteParse 驱动的 DeepSeek Harness 文档解析工具","A DeepSeek Harness document parsing tool powered by LiteParse","tools","yes","TypeScript","TypeScript, dsh-tools, typescript, esm, ts-build","@deepseek-ai/cordis, @deepseek-ai/dsh-fs, @deepseek-ai/dsh-tools","1","0","52558","51KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-fs; @deepseek-ai/dsh-tools; keyword-plugin; readme-mentions-dsh"
"mitao-su/dsh-playwright-native","https://github.com/mitao-su/dsh-playwright-native","把原生 Playwright CLI 注册为 DeepSeek Harness 透传工具（dsh-plugin）","Register the native Playwright CLI as a pass-through tool for DeepSeek Harness (dsh-plugin).","tools","yes","TypeScript","TypeScript, dsh-tools, typescript, esm, ts-build","","1","0","76727","75KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-sandbox; @deepseek-ai/dsh-sandbox-policy; @deepseek-ai/dsh-shell; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-user-approval; @deepseek-ai/schemastery; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"hahaha-taotao/dsh-oauth-api","https://github.com/hahaha-taotao/dsh-oauth-api","DeepSeek Harness（dsh）面向 Grok/xAI、Codex 与 Claude Code 的树外 OAuth 插件。社区插件，非官方。","DeepSeek Harness (dsh) out-of-tree OAuth plugin for Grok/xAI, Codex, and Claude Code. Community plugin, not official.","tools","yes","TypeScript","TypeScript, typescript, vite, esm, ts-build","@dsh-plugin/oauth-host, @dsh-plugin/oauth-client","1","0","233113","228KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; readme-mentions-dsh"
"xu1132/dsh-plugin-browser","https://github.com/xu1132/dsh-plugin-browser","驱动无头 Playwright 浏览器的 DeepSeek Harness 社区插件：渲染页面文本、截图与页面自动化","A DeepSeek Harness community plugin that drives a headless Playwright browser: rendered page text, screenshots, and page automation","tools","yes","TypeScript","TypeScript, dsh-tools, playwright, typescript, vite, esm, ts-build","@deepseek-ai/schemastery","1","0","30363","30KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; readme-mentions-dsh"
"ljsysfurryACE/dsh-memory-director","https://github.com/ljsysfurryACE/dsh-memory-director","DeepSeek Harness 的 MemoryDirector 插件：由 LLM 驱动的记住/遗忘（官方 harness 无记忆）","MemoryDirector plugin for DeepSeek Harness: LLM-driven remember/forget (official harness has no memory)","session","yes","TypeScript","TypeScript, typescript, ts-build","","1","0","16060","16KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","@deepseek-ai/cordis; @deepseek-ai/dsh-agent; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"fishxcode/dsh-plugin-deepseek-balance","https://github.com/fishxcode/dsh-plugin-deepseek-balance","显示 DeepSeek API 实时余额的 DeepSeek Harness 网页客户端插件","DeepSeek Harness Web client plugin that displays real-time DeepSeek API balance.","acp","yes","TypeScript","TypeScript, react, typescript, esm","","1","0","210936","206KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-api-remotes; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-settings; @deepseek-ai/dsh-client-ui-slots; readme-mentions-dsh"
"318197375/dsh-bottom-stats","https://github.com/318197375/dsh-bottom-stats","DSH 插件：整宽会话统计行（不截断）+ DeepSeek Harness Web UI 的上下文占用进度条","DSH plugin: full-width conversation stats line (no truncation) + context occupancy progress bar for the DeepSeek Harness web UI","session","yes","JavaScript","JavaScript, esm","","1","0","37165","36KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"baiyun200/dsh-dashboard","https://github.com/baiyun200/dsh-dashboard","DSH 插件看板 · DeepSeek Harness 插件生态可视化（shadcn/ui，每日自动构建部署）","DSH Plugin Dashboard — visualization of the DeepSeek Harness plugin ecosystem (shadcn/ui, auto-built and deployed daily).","ui","yes","TypeScript","TypeScript, react, puppeteer, typescript, vite, esm, ts-build","@base-ui/react, lucide-react, react, react-dom","1","0","1508978","1.4MB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","readme-mentions-dsh"
"liceses/dsh-web-text-drop","https://github.com/liceses/dsh-web-text-drop","DSH Web GUI 文本文件拖拽导入插件:把 md / txt / log / 代码等文本文件拖进页面, 按内容长度自动处理 —— 短内容直接进输入框,长内容复制到工作区并粘贴可读路径。","DSH Web GUI text-file drag-and-drop import plugin: drag md / txt / log / code text files into the page and they are auto-handled by length — short content goes straight into the input box, long content is copied to the workspace with a pastable readable path.","ui","yes","TypeScript","TypeScript, react, typescript, esm, ts-build","","1","0","155681","152KB","2026-08-13","2026-08-14","unknown","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-host-webserver; readme-mentions-dsh"
"slhssb/dsh-advisor","https://github.com/slhssb/dsh-advisor","DeepSeek Harness 的独立模型顾问评审：每个工具步骤后，由一个评审模型审查智能体的操作并注入建…","Independent-model advisory review for DeepSeek Harness: after each tool step, a reviewer model audits the agent's operations and injects concerns/guidance into the next step.","orchestration","yes","TypeScript","TypeScript, dsh-session, typescript, esm","@deepseek-ai/schemastery","1","0","50222","49KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-session; @deepseek-ai/dsh-scope; @deepseek-ai/dsh-brand; @deepseek-ai/dsh-typert-protocol; @deepseek-ai/dsh-attachment; @deepseek-ai/dsh-system-prompt; keyword-plugin; readme-mentions-dsh"
"hurry060215-tech/dsh-api-usage-bar","https://github.com/hurry060215-tech/dsh-api-usage-bar","DeepSeek Harness Web UI 的缓存感知 API Token 用量条","Cache-aware API token usage bar for the DeepSeek Harness Web UI","llm","yes","TypeScript","TypeScript, react, typescript, vite, esm, ts-build","","1","0","256811","251KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-client-locale; @deepseek-ai/dsh-client-runtime; @deepseek-ai/dsh-client-ui-conversation; @deepseek-ai/dsh-client-ui-slots; @deepseek-ai/dsh-invariants; @deepseek-ai/dsh-token-meter; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"hiyms/dsh-web-search-provider","https://github.com/hiyms/dsh-web-search-provider","DeepSeek Harness Web 接缝（ctx.web）的原生网络搜索提供方：OpenAI Responses API（search/open_page/find_in_page）与 Anthropic-…","Native web search provider for the DeepSeek Harness web seam (ctx.web): OpenAI Responses API (search/open_page/find_in_page) and Anthropic-compatible Messages API (web_search_20250305), selected and verified against the current chat provider","tools","yes","TypeScript","TypeScript, dsh-tools, dsh-session, typescript, vite, esm, ts-build","@deepseek-ai/schemastery","1","0","266185","260KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-agent-default-model; @deepseek-ai/dsh-credentials; @deepseek-ai/dsh-launch-environment; @deepseek-ai/dsh-session; @deepseek-ai/dsh-settings; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-web; keyword-plugin; readme-mentions-dsh"
"mixin-ai/dsh-git-branch-switcher","https://github.com/mixin-ai/dsh-git-branch-switcher","DeepSeek Harness Web 插件：会话头部带 UI 分支切换的 git 分支胶囊","DeepSeek Harness web plugin: git branch pill in the session header with UI branch switching","session","yes","JavaScript","JavaScript, react, esm","@deepseek-ai/dsh-typert-protocol","1","0","53236","52KB","2026-08-14","2026-08-14","MIT","1","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-typert-protocol; @deepseek-ai/cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"kazecreator/dsh-plugins","https://github.com/kazecreator/dsh-plugins","DeepSeek Harness（dsh）插件单体仓库——含 dsh-im（Telegram 与微信 IM 桥）","Monorepo of DeepSeek Harness (dsh) plugins — including dsh-im (Telegram & WeChat IM bridge)","utility","yes","JavaScript","JavaScript","","1","0","141216","138KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","keyword-plugin; keyword-dsh; readme-mentions-dsh"
"NinjaSln-labs/dsh-plugins","https://github.com/NinjaSln-labs/dsh-plugins","DSH 插件合集：DeepSeek Harness 社区插件（会话健康、知识……）","DSH plugin collection: DeepSeek Harness community plugins (session-health, knowledge, ...)","session","yes","TypeScript","TypeScript","","1","0","451185","441KB","2026-08-14","2026-08-14","unknown","0","unknown","yes","false","plugin","readme-mentions-dsh"
"NexusAgentX/dsh-mcp-adapter","https://github.com/NexusAgentX/dsh-mcp-adapter","DeepSeek Harness 的 MCP 适配器——用一个代理工具替代把所有 MCP Schema 倾入上下文","MCP adapter for DeepSeek Harness — one proxy tool instead of dumping every MCP schema into context.","session","yes","TypeScript","TypeScript, dsh-tools, typescript, esbuild, esm, ts-build","","1","0","457144","446KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; @deepseek-ai/dsh-commands; @deepseek-ai/dsh-tools; @deepseek-ai/schemastery; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"sherconan/dsh-entity-dd","https://github.com/sherconan/dsh-entity-dd","出海交易对手尽调 · DeepSeek Harness 插件：先确认你在跟哪个法人签约，再判断这份登记资料能不能作为决策依据。免费官方数据源，无需密钥。","Cross-border counterparty due diligence · DeepSeek Harness plugin: first confirm which legal entity you're signing with, then judge whether this registration data can serve as a decision basis. Free official data source, no key required.","tools","yes","JavaScript","JavaScript, dsh-tools, esm","","1","0","84486","83KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-tools; @deepseek-ai/cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"zimai233/dsh-wash-calendar","https://github.com/zimai233/dsh-wash-calendar","DeepSeek Harness 的周期性习惯排程日历。将上次洗涤日期与间隔转化为下次发生、排程、检查与提醒…","Recurring habit scheduling calendar for DeepSeek Harness. Turn last-wash dates and intervals into next-occurrence, schedule, check and advice tools for any recurring health/habit routine.","tools","yes","JavaScript","JavaScript, dsh-tools, esm","@deepseek-ai/dsh-tools","1","0","19646","19KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-tools; @deepseek-ai/cordis; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"dshiq04/dsh-deepseek-balance","https://github.com/dshiq04/dsh-deepseek-balance","面向deepseek harness的余额查看插件","A balance-viewing plugin for DeepSeek Harness.","acp","yes","JavaScript","JavaScript, esm","","1","0","59914","59KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","@deepseek-ai/cordis; @deepseek-ai/dsh-settings; @deepseek-ai/schemastery; readme-mentions-dsh"
"reshuibuduo/dsh-tmcra-memory","https://github.com/reshuibuduo/dsh-tmcra-memory","TMCRA Agent 长期记忆系统的 DeepSeek Harness 接入插件：跨对话延续项目记忆，自动沉淀项目知识与工作经验。","A DeepSeek Harness integration plugin for the TMCRA Agent long-term memory system: continues project memory across conversations and automatically accumulates project knowledge and work experience.","session","yes","TypeScript","TypeScript, dsh-tools, dsh-session, typescript, vite, esm, ts-build","@deepseek-ai/dsh-atomic-write, @deepseek-ai/schemastery","1","0","641005","626KB","2026-08-14","2026-08-14","Apache-2.0","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/dsh-atomic-write; @deepseek-ai/schemastery; @deepseek-ai/cordis; @deepseek-ai/dsh-agent; @deepseek-ai/dsh-agent-loop; @deepseek-ai/dsh-agent-loop-testkit; @deepseek-ai/dsh-attachment; @deepseek-ai/dsh-brand; @deepseek-ai/dsh-code-runtime; @deepseek-ai/dsh-credentials; @deepseek-ai/dsh-invariants; @deepseek-ai/dsh-llm; @deepseek-ai/dsh-scope; @deepseek-ai/dsh-session; @deepseek-ai/dsh-session-persistence; @deepseek-ai/dsh-settings; @deepseek-ai/dsh-system-prompt; @deepseek-ai/dsh-timeout; @deepseek-ai/dsh-tools; @deepseek-ai/dsh-typert-protocol; @deepseek-ai/dsh-user-approval; keyword-plugin; keyword-dsh; readme-mentions-dsh"
"NIyueeE/dsh-container","https://github.com/NIyueeE/dsh-container","DeepSeek Harness（dsh）容器镜像：通用开发容器基座、开机自动更新 dsh、附 compose + Quadlet 示例","DeepSeek Harness (dsh) container image: universal dev-container base, dsh auto-update on boot, compose + Quadlet examples","llm","yes","Dockerfile","Dockerfile","","1","0","74935","73KB","2026-08-13","2026-08-14","MIT","0","unknown","yes","false","plugin","readme-mentions-dsh"
"fflow2023/dsh-usage-cost","https://github.com/fflow2023/dsh-usage-cost","轻量 DeepSeek Harness 插件：按会话 + 全局统计 API 成本（峰谷定价）","Lightweight DeepSeek Harness plugin: per-session + global API cost stats (peak/off-peak pricing)","session","yes","JavaScript","JavaScript, esm","","1","0","23117","23KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","cordis.patch.yml; @deepseek-ai/cordis; readme-mentions-dsh"
"maque2333/dsh-ui-topbar-compact","https://github.com/maque2333/dsh-ui-topbar-compact","缩窄DeepSeek Harness原生webUI顶栏","Narrow the native DeepSeek Harness web UI top bar.","ui","yes","JavaScript","JavaScript, esm","","1","0","681218","665KB","2026-08-14","2026-08-14","MIT","0","unknown","yes","false","plugin","keyword-plugin; readme-mentions-dsh"
